participantId,postalCode,Quant_Ertrag_0-500,Quant_Ertrag_500-1500,Quant_Ertrag_1500-4500
3616,3183,1,1,1
3617,1007,0,0,0
3618,1948,0,0,0
3619,9434,1,0,0
3620,7270,0,0,0
3621,1964,0,1,0
3622,3952,1,0,0
3623,1005,0,0,0
3624,3052,0,1,1
3625,3434,1,1,1
3626,8575,1,1,1
3627,4153,0,0,0
3628,5703,0,1,1
3629,5033,0,0,0
3630,3072,0,0,0
3631,9327,0,1,0
3632,8032,0,0,0
3633,6003,0,0,0
3634,9606,0,1,0
3635,8051,0,0,0
3636,1965,1,0,0
3637,5412,0,0,0
3638,8004,0,0,0
3639,8051,0,0,0
3640,6102,1,0,0
3641,1623,1,1,0
3642,1276,1,1,1
3643,3472,1,1,1
3644,8051,0,0,0
3645,8555,1,1,1
3646,3014,0,0,0
3647,8604,0,1,1
3648,8047,0,0,0
3649,9437,0,0,1
3650,9444,0,1,0
3651,3286,1,0,1
3652,9453,1,1,0
3653,8606,1,1,0
3654,3053,0,1,1
3655,9016,0,0,0
3656,9536,1,1,0
3657,4600,0,0,0
3658,1424,1,1,1
3659,3066,1,1,1
3660,1202,0,0,0
3661,1800,0,0,0
3662,6110,0,0,0
3663,6037,0,0,1
3664,8598,0,0,0
3665,8302,0,0,0
3666,7302,1,1,0
3667,3158,1,1,0
3668,8157,1,1,1
3669,8917,1,1,1
3670,6232,1,1,1
3671,6234,1,1,1
3672,5032,0,0,0
3673,8906,1,1,1
3674,9607,0,0,0
3675,1814,0,0,0
3676,6208,0,0,1
3677,2557,0,1,1
3678,6037,0,0,1
3679,4132,0,0,0
3680,4055,0,0,0
3681,8820,0,0,0
3682,3006,0,0,0
3683,3600,0,0,0
3684,8166,1,1,1
3685,1307,1,1,1
3686,4125,0,0,0
3687,8855,1,1,0
3688,1206,0,0,0
3689,3074,0,0,1
3690,9500,0,0,1
3691,3052,0,0,1
3692,8038,0,0,0
3693,9000,0,0,0
3694,3018,0,0,1
3695,3963,0,0,0
3696,6222,1,1,1
3697,8424,1,0,1
3698,2017,0,0,0
3699,8052,0,0,0
3700,1220,0,0,0
3701,4057,0,0,0
3702,8712,0,0,0
3703,8304,1,0,0
3704,8733,0,0,0
3705,3018,0,0,1
3706,9453,1,1,0
3707,8057,0,0,0
3708,1636,1,0,0
3709,3280,1,1,1
3710,2072,1,1,0
3711,1020,0,0,0
3712,1053,1,1,1
3713,8957,0,0,1
3714,3250,0,0,1
3715,5082,1,1,0
3716,5634,1,1,1
3717,1806,0,0,0
3718,8630,0,0,0
3719,8620,1,1,1
3720,4500,1,0,1
3721,8545,1,1,1
3722,6315,0,0,0
3723,1273,0,0,0
3724,4665,0,0,0
3725,5034,0,0,0
3726,2300,0,0,0
3727,3960,0,1,0
3728,5400,0,0,0
3729,1257,0,0,0
3730,4058,0,0,0
3731,1220,0,0,0
3732,8600,0,0,0
3733,9435,0,0,0
3734,1718,1,1,1
3735,5024,1,0,0
3736,8903,0,1,1
3737,8800,0,0,0
3738,8309,1,1,1
3739,1027,1,1,1
3740,7000,0,0,0
3741,3922,0,0,0
3742,8618,1,1,0
3743,1026,1,0,0
3744,6035,1,1,1
3745,8003,0,0,0
3746,2000,0,0,0
3747,1208,0,0,0
3748,1245,1,0,0
3749,3210,1,1,1
3750,6318,0,0,0
3751,5400,0,0,0
3752,5112,1,0,0
3753,8335,1,1,0
3754,1219,0,0,0
3755,2000,0,0,0
3756,8053,0,0,0
3757,1814,0,0,0
3758,1148,1,1,1
3759,3714,0,0,0
3760,8466,1,1,1
3761,8514,1,1,1
3762,2502,0,0,0
3763,8005,0,0,0
3764,8134,0,0,0
3765,3627,0,1,1
3766,1018,0,0,0
3767,6010,0,0,0
3768,8055,0,0,0
3769,1030,0,1,1
3770,1346,0,0,0
3771,9014,0,0,0
3772,8008,0,0,0
3773,1212,0,0,0
3774,1095,0,0,0
3775,9320,0,0,0
3776,6020,0,0,1
3777,8405,0,0,0
3778,7418,0,0,0
3779,3904,0,0,0
3780,8135,0,0,0
3781,6006,0,0,0
3782,3182,1,1,1
3783,2854,1,1,0
3784,8606,1,1,0
3785,3018,0,0,1
3786,2034,0,0,0
3787,8603,0,1,0
3788,2800,0,0,1
3789,8903,0,0,1
3790,8840,1,0,0
3791,8406,0,0,0
3792,5628,1,1,1
3793,3367,1,1,1
3794,8115,1,1,0
3795,8902,0,0,0
3796,4665,0,1,0
3797,7018,0,0,0
3798,2523,1,1,0
3799,8887,0,0,0
3800,4464,1,1,1
3801,8152,0,0,0
3802,4571,1,1,1
3803,9200,0,0,0
3804,5430,0,0,0
3805,1873,0,0,0
3806,1784,0,1,1
3807,7000,0,0,0
3808,1007,0,0,0
3809,8408,0,0,1
3810,4055,0,0,0
3811,5012,0,0,0
3812,1066,0,0,0
3813,4056,0,0,0
3814,9602,0,0,0
3815,4658,1,0,0
3816,8586,1,1,1
3817,8820,0,0,0
3818,8952,0,0,0
3819,9500,0,0,1
3820,1700,1,1,1
3821,5225,1,1,0
3822,6462,1,0,0
3823,8853,0,0,0
3824,7000,0,0,0
3825,6023,0,1,1
3826,8802,0,0,0
3827,9008,0,0,0
3828,8106,1,1,1
3829,8280,0,0,0
3830,1110,0,1,1
3831,3298,1,1,1
3832,8856,1,1,0
3833,8618,0,1,0
3834,1963,0,1,0
3835,4562,1,0,1
3836,3902,0,0,0
3837,3510,1,1,1
3838,1020,0,0,0
3839,8800,0,0,0
3840,5036,1,0,0
3841,8267,0,0,0
3842,8560,1,1,1
3843,1814,0,0,0
3844,3084,1,0,0
3845,3953,1,0,0
3846,1617,1,1,1
3847,9230,0,0,0
3848,3027,0,0,1
3849,1922,0,0,0
3850,4632,0,0,0
3851,1700,0,0,1
3852,8105,0,0,1
3853,1794,1,1,1
3854,8406,0,0,0
3855,5734,0,1,1
3856,8772,0,0,0
3857,3052,0,0,1
3858,4800,0,0,1
3859,9404,0,0,0
3860,1201,0,0,0
3861,1110,0,0,1
3862,8854,0,1,0
3863,4663,0,0,0
3864,4123,0,0,0
3865,8050,0,0,0
3866,7320,0,0,0
3867,1660,1,0,0
3868,8246,0,0,0
3869,1012,0,0,0
3870,8610,0,0,1
3871,1202,0,0,0
3872,1004,0,0,0
3873,9014,0,0,0
3874,8304,1,0,0
3875,3638,1,1,0
3876,1009,0,0,0
3877,4052,0,0,0
3878,8700,0,0,0
3879,6102,0,1,0
3880,8127,0,1,0
3881,1292,0,0,0
3882,2504,0,0,0
3883,8304,0,0,0
3884,1801,0,0,0
3885,4056,0,0,0
3886,1782,1,1,1
3887,5318,1,1,0
3888,2114,0,0,0
3889,6204,1,1,1
3890,9442,0,0,0
3891,7310,0,0,0
3892,7272,0,0,0
3893,8404,0,1,1
3894,8305,1,1,0
3895,8152,0,0,0
3896,3703,1,1,0
3897,8500,0,0,1
3898,4565,1,1,1
3899,8050,0,0,0
3900,4917,1,1,1
3901,8152,0,0,0
3902,8408,0,0,0
3903,6030,0,0,0
3904,3252,1,1,1
3905,1907,0,1,0
3906,8105,1,1,1
3907,1530,1,1,1
3908,1513,1,1,1
3909,1804,0,0,0
3910,8542,1,1,1
3911,9472,0,0,0
3912,3174,1,1,1
3913,6289,1,1,1
3914,5314,0,0,1
3915,4127,0,0,0
3916,8762,0,0,0
3917,6047,0,0,0
3918,1907,0,1,0
3919,1726,1,1,1
3920,1926,0,1,0
3921,4424,1,0,0
3922,3018,0,0,1
3923,5200,0,0,0
3924,3013,0,0,0
3925,7240,1,0,0
3926,1024,0,0,0
3927,8700,0,0,0
3928,4533,1,1,1
3929,1908,1,1,0
3930,5736,0,1,1
3931,1400,0,0,1
3932,8302,0,0,0
3933,3661,1,1,1
3934,1853,1,1,1
3935,1807,0,0,0
3936,4126,0,0,0
3937,4581,1,1,1
3938,3983,0,0,0
3939,1874,0,0,0
3940,2034,0,0,0
3941,1052,0,0,0
3942,8706,0,0,0
3943,8200,0,0,0
3944,4410,0,0,0
3945,8048,0,0,0
3946,8052,0,0,0
3947,9042,1,0,0
3948,8046,0,0,0
3949,3800,0,0,0
3950,9100,0,0,0
3951,8471,1,1,1
3952,3008,0,0,0
3953,8406,0,0,0
3954,2710,1,1,0
3955,1037,1,1,1
3956,1793,1,1,1
3957,3063,0,0,0
3958,1800,0,0,0
3959,8004,0,0,0
3960,6343,1,0,0
3961,1202,0,0,0
3962,6252,0,1,1
3963,9630,0,0,0
3964,1896,0,1,1
3965,4614,0,0,0
3966,3027,0,1,1
3967,3012,0,0,0
3968,1724,1,1,1
3969,8404,0,1,1
3970,1020,0,0,0
3971,3253,1,1,1
3972,1634,1,0,0
3973,1744,1,1,1
3974,8154,1,1,1
3975,8708,0,0,0
3976,6300,0,0,0
3977,6430,1,0,0
3978,6442,0,0,0
3979,1630,0,0,1
3980,8820,0,0,0
3981,5014,0,0,0
3982,8590,0,0,0
3983,1173,1,1,1
3984,8008,0,0,0
3985,1205,0,0,0
3986,8706,0,0,0
3987,2610,0,0,0
3988,3098,1,1,1
3989,1202,0,0,0
3990,3303,1,1,1
3991,4123,1,0,0
3992,6424,1,0,0
3993,1907,1,1,0
3994,8853,0,0,0
3995,1007,0,0,0
3996,8590,1,1,1
3997,3434,1,1,1
3998,5036,0,0,0
3999,8964,0,1,1
4000,3123,1,1,1
4001,1473,1,1,1
4002,4055,0,0,0
4003,8472,1,1,1
4004,2605,1,0,0
4005,8957,0,0,1
4006,8155,1,1,1
4007,5630,1,1,1
4008,4600,0,0,0
4009,3627,0,0,1
4010,1638,1,0,0
4011,8606,0,0,1
4012,1630,0,0,1
4013,1052,0,0,0
4014,3128,1,1,1
4015,1268,1,1,1
4016,1027,1,1,1
4017,6010,0,0,0
4018,6438,1,0,0
4019,3979,1,0,0
4020,9200,0,0,0
4021,8630,0,0,0
4022,7013,0,0,0
4023,6145,1,1,1
4024,7260,0,0,0
4025,4433,1,0,0
4026,3014,0,0,0
4027,1890,0,0,0
4028,8048,0,0,0
4029,4712,1,1,0
4030,8118,0,0,0
4031,1225,0,0,0
4032,3427,1,1,1
4033,3714,0,0,0
4034,6340,0,0,1
4035,9322,1,1,1
4036,2502,0,0,0
4037,1305,1,1,1
4038,8245,0,0,0
4039,1066,0,0,0
4040,9425,0,0,0
4041,8322,1,0,1
4042,1024,0,0,0
4043,8606,1,1,0
4044,8052,1,1,0
4045,1792,1,1,1
4046,8136,0,0,0
4047,7013,0,0,0
4048,2504,0,0,0
4049,8460,1,1,1
4050,8604,0,0,1
4051,8047,0,0,0
4052,6205,1,1,1
4053,1630,0,0,1
4054,8854,1,1,0
4055,9314,1,1,1
4056,8810,0,0,0
4057,1206,0,0,0
4058,1162,0,1,1
4059,6032,0,0,0
4060,9436,0,0,0
4061,9320,1,1,1
4062,5707,1,1,1
4063,8200,0,0,0
4064,1817,0,0,0
4065,9445,0,0,1
4066,8427,0,1,1
4067,3098,1,0,0
4068,9445,0,0,1
4069,8104,1,0,0
4070,8820,0,1,0
4071,1052,0,0,0
4072,6215,1,1,1
4073,8340,0,0,0
4074,4057,0,0,0
4075,5704,1,1,1
4076,8953,0,0,0
4077,3960,0,1,0
4078,3250,1,0,1
4079,6330,0,0,1
4080,5620,0,0,1
4081,6370,0,0,0
4082,9555,1,1,1
4083,8627,1,1,1
4084,4452,0,0,0
4085,1950,0,0,0
4086,8127,0,1,0
4087,8852,0,0,0
4088,8152,0,0,0
4089,3324,1,1,1
4090,8590,0,0,1
4091,4303,0,0,0
4092,8048,0,0,0
4093,2068,0,0,0
4094,8002,0,0,0
4095,1716,1,0,0
4096,8008,0,0,0
4097,3600,0,0,0
4098,2542,0,0,1
4099,1007,0,0,0
4100,1207,0,0,0
4101,3920,0,0,0
4102,5074,1,1,0
4103,8887,0,0,0
4104,6030,0,0,0
4105,8355,0,1,1
4106,1005,0,0,0
4107,3027,0,0,1
4108,5432,0,0,0
4109,8570,0,0,1
4110,2503,0,0,0
4111,2540,0,0,0
4112,8706,0,0,0
4113,1006,0,0,0
4114,8953,0,0,0
4115,9507,0,1,1
4116,4566,1,1,1
4117,8700,0,0,0
4118,9410,0,0,0
4119,8730,0,0,1
4120,4552,1,1,1
4121,1018,0,0,0
4122,1871,0,0,0
4123,8708,0,0,0
4124,8730,0,0,0
4125,1233,0,1,1
4126,4912,1,1,1
4127,8964,1,1,1
4128,8038,0,0,0
4129,1024,0,0,0
4130,8041,0,0,0
4131,9400,0,0,0
4132,3302,1,0,1
4133,1110,0,0,1
4134,2400,0,0,0
4135,6440,0,0,0
4136,1096,0,1,0
4137,8370,1,1,1
4138,8038,0,0,0
4139,3178,1,1,1
4140,6422,1,0,0
4141,7141,1,0,0
4142,8322,1,1,1
4143,8038,0,0,0
4144,1996,0,0,0
4145,3700,0,0,0
4146,1700,0,0,1
4147,7323,1,0,0
4148,4467,0,1,1
4149,7304,1,1,0
4150,3900,0,0,0
4151,8307,0,1,1
4152,5443,1,0,0
4153,8555,1,1,1
4154,1010,0,0,0
4155,3608,0,1,1
4156,1907,0,0,0
4157,1723,1,0,1
4158,6300,0,0,0
4159,4058,0,0,0
4160,8125,1,0,0
4161,8280,0,0,0
4162,1800,0,0,0
4163,4125,0,0,0
4164,8833,0,1,0
4165,6390,1,0,0
4166,8004,0,0,0
4167,3007,0,0,0
4168,8708,0,0,0
4169,3326,0,0,1
4170,4656,0,0,0
4171,1950,0,0,0
4172,1400,0,0,1
4173,1234,0,0,0
4174,1616,1,1,1
4175,8049,0,0,0
4176,8055,0,0,0
4177,2503,0,0,0
4178,8951,0,0,0
4179,8620,0,0,0
4180,8570,0,1,1
4181,8400,0,0,0
4182,8212,0,0,0
4183,8260,0,0,0
4184,1203,0,0,0
4185,8762,0,0,0
4186,3800,0,0,0
4187,8180,0,0,1
4188,8756,0,0,0
4189,3250,0,0,1
4190,3612,0,1,1
4191,5600,0,0,0
4192,3065,1,1,0
4193,5412,0,0,0
4194,6053,0,0,0
4195,7323,0,0,0
4196,3251,1,1,1
4197,8570,0,0,1
4198,5728,1,1,1
4199,8863,1,1,0
4200,8610,0,0,1
4201,1018,0,0,0
4202,1950,0,0,0
4203,4132,0,0,0
4204,1020,0,0,0
4205,9403,0,0,0
4206,3018,1,0,1
4207,2000,0,0,0
4208,4542,0,1,1
4209,1055,1,1,1
4210,3771,1,0,0
4211,3014,0,0,0
4212,1018,0,0,0
4213,9524,1,1,1
4214,5034,0,0,0
4215,8442,1,1,1
4216,4322,0,0,0
4217,4153,0,0,0
4218,1630,0,0,1
4219,6006,0,0,0
4220,8308,1,1,1
4221,5620,0,0,1
4222,5212,1,0,0
4223,4243,0,0,0
4224,3014,0,0,0
4225,6232,1,1,1
4226,8627,1,1,1
4227,8005,0,0,0
4228,8104,0,0,0
4229,8162,1,1,1
4230,8902,0,0,0
4231,1305,0,1,1
4232,1723,0,0,1
4233,8590,0,0,0
4234,8038,0,0,0
4235,5412,0,0,0
4236,3013,0,0,0
4237,1006,0,0,0
4238,5037,1,1,0
4239,5056,1,1,1
4240,5600,0,0,0
4241,9442,0,0,0
4242,1920,1,0,0
4243,1958,1,1,0
4244,8600,0,0,0
4245,1728,1,1,1
4246,4054,0,0,0
4247,3148,1,1,1
4248,2053,1,1,1
4249,8600,0,0,0
4250,4553,1,1,1
4251,8617,0,1,1
4252,2000,0,0,0
4253,2502,0,0,0
4254,1965,1,0,0
4255,6370,1,0,0
4256,1800,0,0,0
4257,1950,0,0,0
4258,6370,0,0,0
4259,8173,0,1,1
4260,8052,0,0,0
4261,6234,1,1,1
4262,1024,1,0,0
4263,1844,0,0,0
4264,8003,0,0,0
4265,3006,0,0,0
4266,2740,0,0,0
4267,1201,0,0,0
4268,1213,0,0,0
4269,3425,1,1,1
4270,6004,0,0,0
4271,8400,0,0,0
4272,7203,0,1,0
4273,6404,0,0,0
4274,4410,0,0,0
4275,4652,0,0,0
4276,2563,1,0,0
4277,1201,0,0,0
4278,8604,0,1,1
4279,7000,0,0,0
4280,8152,0,0,0
4281,4228,0,0,0
4282,9100,1,0,0
4283,6252,0,1,1
4284,9008,0,0,0
4285,8004,0,0,0
4286,8121,1,0,0
4287,8416,1,1,1
4288,5300,0,0,0
4289,6467,0,0,0
4290,8008,0,0,0
4291,6315,0,0,0
4292,8810,0,0,0
4293,5706,1,1,1
4294,4802,1,1,0
4295,8645,0,0,0
4296,8953,0,0,0
4297,8600,0,0,0
4298,1806,0,0,0
4299,3604,0,0,0
4300,8121,0,0,0
4301,1752,0,0,1
4302,8200,0,0,0
4303,8854,1,0,0
4304,8570,0,1,1
4305,2336,0,0,0
4306,9100,0,0,0
4307,3857,1,0,0
4308,9547,1,1,1
4309,8427,0,0,1
4310,2127,1,0,0
4311,1203,0,0,0
4312,4226,0,1,0
4313,8773,0,0,0
4314,4142,0,0,0
4315,3014,0,0,0
4316,1913,1,1,0
4317,8624,1,1,1
4318,1870,0,0,0
4319,5722,0,0,0
4320,4313,1,1,0
4321,9463,0,0,0
4322,1937,0,0,0
4323,2017,1,1,0
4324,1174,1,1,1
4325,4058,0,0,0
4326,4142,0,0,0
4327,8102,0,0,0
4328,2016,0,0,0
4329,1822,0,0,0
4330,6386,0,0,0
4331,9320,0,1,1
4332,3400,0,0,1
4333,8810,0,0,0
4334,5036,0,1,0
4335,6015,0,0,0
4336,1020,0,0,0
4337,9052,0,0,0
4338,4455,1,0,0
4339,8580,0,1,1
4340,5736,0,1,1
4341,4557,1,1,1
4342,1377,1,1,1
4343,8754,1,0,0
4344,5705,1,1,1
4345,6005,0,0,0
4346,3324,1,1,1
4347,2502,0,0,0
4348,8625,0,1,1
4349,3308,1,1,1
4350,1228,0,0,0
4351,1752,0,1,1
4352,8606,0,0,0
4353,1203,0,0,0
4354,8910,0,1,1
4355,8400,0,0,0
4356,4612,0,0,0
4357,6182,0,0,0
4358,5732,1,1,1
4359,1262,1,1,1
4360,1012,0,0,0
4361,1564,1,1,1
4362,1004,0,0,0
4363,2000,0,0,0
4364,1205,0,0,0
4365,3065,0,1,0
4366,4142,0,0,0
4367,8355,0,1,1
4368,6372,1,0,0
4369,2543,1,0,1
4370,8807,0,0,0
4371,8409,0,0,1
4372,9050,1,0,0
4373,8106,1,1,1
4374,1350,0,1,1
4375,8917,1,1,1
4376,1964,1,1,0
4377,3627,0,0,1
4378,5000,0,0,0
4379,8600,1,1,0
4380,8152,0,0,0
4381,1284,1,0,0
4382,3144,1,1,1
4383,1632,0,1,0
4384,1950,0,0,0
4385,3225,1,1,1
4386,8427,0,0,1
4387,5432,1,0,0
4388,1296,0,0,0
4389,3920,0,0,0
4390,8623,0,0,0
4391,5436,1,0,0
4392,2502,0,0,0
4393,4242,0,1,0
4394,4922,1,1,1
4395,1994,0,0,0
4396,4410,0,0,0
4397,4310,0,0,0
4398,1700,0,0,1
4399,5272,1,1,0
4400,1920,0,0,0
4401,4932,1,1,1
4402,5622,1,1,1
4403,9326,0,0,0
4404,8600,0,0,0
4405,9621,1,0,0
4406,8045,0,0,0
4407,1700,0,0,1
4408,4314,0,0,1
4409,4663,0,0,0
4410,6440,0,0,0
4411,8600,0,0,0
4412,1723,0,0,1
4413,1226,0,0,0
4414,1784,0,1,1
4415,7204,1,1,0
4416,8808,0,0,0
4417,4552,1,1,1
4418,7000,0,0,0
4419,9300,0,0,0
4420,7324,1,1,0
4421,1212,0,0,0
4422,7482,0,0,0
4423,1337,0,0,0
4424,9523,1,0,1
4425,5423,1,1,1
4426,8618,1,1,1
4427,8953,1,0,0
4428,1022,0,0,0
4429,8957,0,0,1
4430,1214,0,0,0
4431,6014,0,0,0
4432,1926,1,1,0
4433,8050,0,0,0
4434,1208,0,0,0
4435,8004,0,0,0
4436,6036,0,0,0
4437,8305,1,1,0
4438,4104,0,1,0
4439,3185,1,1,1
4440,3952,1,0,0
4441,1168,1,1,1
4442,6130,0,0,0
4443,8640,0,0,0
4444,8575,0,1,1
4445,2540,0,1,1
4446,8262,1,1,0
4447,8262,1,1,0
4448,3253,1,1,1
4449,9444,0,1,0
4450,8132,0,1,1
4451,1870,0,0,0
4452,1220,0,0,0
4453,4950,1,1,1
4454,8953,0,0,0
4455,9105,0,0,0
4456,8965,0,1,1
4457,5242,0,1,1
4458,4402,0,0,0
4459,2555,0,0,1
4460,1006,0,0,0
4461,1202,0,0,0
4462,3422,0,1,1
4463,1417,1,1,1
4464,8155,0,1,1
4465,3400,1,0,1
4466,5046,1,1,1
4467,8832,1,0,0
4468,3940,0,0,0
4469,4056,0,0,0
4470,8911,1,1,1
4471,8049,0,0,0
4472,8265,1,0,0
4473,1040,1,1,1
4474,6003,0,0,0
4475,3043,1,1,1
4476,8496,0,0,0
4477,9100,0,0,0
4478,3018,0,0,1
4479,4552,1,1,1
4480,3006,0,0,0
4481,1700,0,0,1
4482,5082,0,1,0
4483,8800,0,0,0
4484,3012,0,0,0
4485,8142,0,0,0
4486,3054,1,1,1
4487,3074,0,0,0
4488,8032,0,0,0
4489,4056,0,0,0
4490,4324,0,0,0
4491,8108,0,1,1
4492,8049,0,0,0
4493,4702,0,0,1
4494,9010,0,0,0
4495,8932,1,1,1
4496,1950,0,0,0
4497,1223,0,0,0
4498,6252,0,1,1
4499,3097,0,0,0
4500,3110,0,1,1
4501,8617,1,1,1
4502,4625,1,1,1
4503,4418,1,0,0
4504,8280,0,0,1
4505,8032,0,0,0
4506,8134,0,0,0
4507,1955,0,1,0
4508,3932,0,0,0
4509,8353,0,1,1
4510,1680,1,1,1
4511,8180,0,1,1
4512,8956,0,0,0
4513,9413,0,0,0
4514,6055,1,0,0
4515,5612,1,1,1
4516,6374,0,0,0
4517,3645,0,0,0
4518,1201,0,0,0
4519,8957,0,0,1
4520,3072,0,0,0
4521,1209,0,0,0
4522,1628,1,1,0
4523,8051,0,0,0
4524,8600,0,0,0
4525,8556,1,1,1
4526,3053,0,1,1
4527,8500,0,0,1
4528,4452,1,0,0
4529,1563,1,1,1
4530,4055,0,0,0
4531,4133,0,0,0
4532,2034,0,0,0
4533,9466,1,0,0
4534,9200,0,0,0
4535,8134,0,0,0
4536,4056,0,0,0
4537,1530,0,1,1
4538,3008,0,0,0
4539,5033,0,0,0
4540,8330,0,0,0
4541,2000,0,0,0
4542,8307,0,1,1
4543,8400,0,0,0
4544,1226,0,0,0
4545,5425,1,1,1
4546,1202,0,0,0
4547,8606,0,0,0
4548,1955,0,0,0
4549,3322,1,1,1
4550,1820,0,0,0
4551,1724,1,1,1
4552,1400,0,0,1
4553,6052,0,0,0
4554,1004,0,0,0
4555,3110,1,1,1
4556,1209,0,0,0
4557,1566,1,1,1
4558,5303,1,1,0
4559,8400,0,0,0
4560,5033,0,0,0
4561,8604,0,1,1
4562,6264,1,1,1
4563,8302,0,0,0
4564,8645,0,0,0
4565,1003,0,0,0
4566,4118,1,1,0
4567,7504,0,0,0
4568,3360,1,1,1
4569,1234,0,0,0
4570,1543,1,1,1
4571,4534,1,1,1
4572,1792,1,1,1
4573,8165,1,1,1
4574,8048,0,0,0
4575,4222,0,0,0
4576,4552,0,1,1
4577,3465,1,1,1
4578,2555,0,0,1
4579,8452,1,1,1
4580,4413,1,0,0
4581,1055,1,1,1
4582,1004,0,0,0
4583,1400,0,1,1
4584,8047,0,0,0
4585,6314,1,0,0
4586,6003,0,0,0
4587,1958,0,1,0
4588,8308,1,1,1
4589,1225,0,0,0
4590,1893,0,0,0
4591,6042,1,1,1
4592,8008,0,0,0
4593,2952,0,1,0
4594,8057,0,0,0
4595,1754,1,1,1
4596,8707,1,0,0
4597,9424,0,0,0
4598,2000,0,0,0
4599,1205,0,0,0
4600,6030,0,0,0
4601,4632,0,0,0
4602,4710,0,0,0
4603,6403,0,0,0
4604,5732,1,1,1
4605,8057,0,0,0
4606,2852,1,1,1
4607,2022,1,1,0
4608,5612,0,0,1
4609,6440,0,0,0
4610,8003,0,0,0
4611,8180,0,1,1
4612,2853,1,1,0
4613,1024,0,0,0
4614,2087,1,1,0
4615,1400,0,0,1
4616,8890,0,0,0
4617,5412,0,0,0
4618,9428,1,0,0
4619,1020,0,0,0
4620,7203,0,1,0
4621,1926,0,1,0
4622,1066,0,0,0
4623,6005,0,0,0
4624,6170,0,0,0
4625,8363,1,0,0
4626,6010,0,0,0
4627,2072,0,0,0
4628,8594,1,1,1
4629,6023,0,0,1
4630,8580,1,1,1
4631,1227,0,0,0
4632,1868,0,0,1
4633,2333,0,0,0
4634,1026,1,1,1
4635,1618,0,0,0
4636,4107,1,1,0
4637,8493,0,0,0
4638,4612,0,0,0
4639,4127,0,0,0
4640,1004,0,0,0
4641,8003,0,0,0
4642,1965,1,0,0
4643,1303,1,1,1
4644,3172,0,1,1
4645,5013,0,0,0
4646,8500,0,0,1
4647,3110,0,1,1
4648,6422,1,0,0
4649,8610,0,0,1
4650,1022,0,0,0
4651,2560,0,0,0
4652,8802,0,0,0
4653,4500,1,0,1
4654,1228,0,0,0
4655,1004,0,0,0
4656,3063,0,1,0
4657,1213,0,0,0
4658,1196,1,1,1
4659,8610,0,0,1
4660,4852,0,1,0
4661,2605,0,0,0
4662,5242,1,1,1
4663,4057,0,0,0
4664,8400,0,0,0
4665,8041,0,0,0
4666,8606,0,0,1
4667,4322,0,0,0
4668,5525,1,1,1
4669,1207,0,0,0
4670,2558,1,1,1
4671,8340,0,1,0
4672,8172,1,1,1
4673,2300,0,0,0
4674,9220,0,1,1
4675,3072,0,0,0
4676,3536,1,0,0
4677,6313,1,1,0
4678,4410,0,0,0
4679,1614,1,1,1
4680,5614,1,1,1
4681,6312,1,1,1
4682,5225,1,1,0
4683,1020,0,0,0
4684,8750,1,0,0
4685,4123,1,0,0
4686,9000,0,0,0
4687,1026,1,1,1
4688,1740,1,1,1
4689,5502,0,0,0
4690,6405,1,0,0
4691,1219,0,0,0
4692,3952,0,0,0
4693,7000,0,0,0
4694,5082,1,1,0
4695,1234,0,0,0
4696,5430,0,0,0
4697,8600,0,0,0
4698,6212,1,1,1
4699,1734,1,1,1
4700,5702,0,0,0
4701,1213,0,0,0
4702,1012,0,0,0
4703,1052,0,0,0
4704,3929,0,0,0
4705,1227,0,0,0
4706,5430,0,0,0
4707,3013,0,0,0
4708,6312,0,1,1
4709,5033,0,0,0
4710,3068,1,1,1
4711,9425,0,0,0
4712,8055,0,0,0
4713,8810,0,0,0
4714,8405,0,0,0
4715,8610,0,0,1
4716,2000,0,0,0
4717,3713,1,0,0
4718,8645,0,0,0
4719,4132,0,0,0
4720,2503,0,0,0
4721,1010,0,0,0
4722,5054,1,1,1
4723,4323,1,1,0
4724,6332,1,1,1
4725,8302,0,0,0
4726,8046,0,0,0
4727,3250,0,0,1
4728,4524,1,1,0
4729,8908,1,1,1
4730,1219,0,0,0
4731,1214,0,0,0
4732,1892,0,0,0
4733,2503,0,0,0
4734,5742,0,0,0
4735,8857,1,0,0
4736,6006,0,0,0
4737,6383,1,0,0
4738,3412,1,1,1
4739,1205,0,0,0
4740,1823,0,0,0
4741,2902,1,1,0
4742,4303,0,0,0
4743,1943,0,0,0
4744,1892,1,0,0
4745,5430,0,0,0
4746,4144,0,0,0
4747,1227,0,0,0
4748,8932,1,1,1
4749,1233,1,1,1
4750,4310,0,0,0
4751,7412,1,1,0
4752,1029,1,1,1
4753,8916,1,1,1
4754,8706,0,0,0
4755,4153,0,0,0
4756,3612,1,1,1
4757,6010,0,0,0
4758,2900,0,1,0
4759,8108,1,1,1
4760,6032,0,0,0
4761,8934,1,1,1
4762,8957,0,0,1
4763,8004,0,0,0
4764,8409,1,1,1
4765,2540,0,0,1
4766,6110,0,1,1
4767,1963,1,1,0
4768,4144,0,0,0
4769,8050,0,0,0
4770,3993,0,0,0
4771,4313,0,1,0
4772,5432,0,0,0
4773,3063,1,0,0
4774,8400,0,0,0
4775,2542,0,0,1
4776,4102,0,0,0
4777,4600,0,0,0
