participantId,postalCode,Quant_Ertrag_0-500,Quant_Ertrag_500-1500,Quant_Ertrag_1500-4500
745,1009,0,0,0
746,8600,0,0,0
747,6300,0,0,0
748,1646,1,1,0
749,8702,0,0,0
750,5036,0,1,0
751,8135,0,0,0
752,8046,0,0,0
753,4566,1,1,1
754,8302,0,0,0
755,8716,1,0,0
756,6300,0,0,0
757,8046,0,0,0
758,4246,1,1,0
759,8406,0,0,0
760,4317,1,1,0
761,3631,1,0,0
762,4704,1,1,1
763,8304,1,0,0
764,9602,0,0,0
765,1201,0,0,0
766,8197,0,1,0
767,6044,0,0,0
768,1307,1,1,1
769,8055,0,0,0
770,9000,0,0,0
771,4713,1,1,0
772,1018,0,0,0
773,8280,0,0,0
774,1804,0,0,0
775,9000,0,0,0
776,1010,0,0,0
777,1227,0,0,0
778,5734,1,1,1
779,2563,0,0,0
780,8600,0,0,0
781,4147,0,0,0
782,9248,1,0,0
783,3210,1,1,1
784,3902,0,0,0
785,4558,1,1,1
786,1618,0,0,0
787,6403,0,0,0
788,6014,0,0,0
789,9244,1,0,0
790,1052,0,0,0
791,2105,1,0,0
792,6260,0,1,0
793,3400,0,0,1
794,1218,0,0,0
795,4153,0,0,0
796,6006,0,0,0
797,8624,1,1,1
798,8008,0,0,0
799,9475,0,1,0
800,4144,0,0,0
801,8048,0,0,0
802,1222,0,1,1
803,5034,0,0,0
804,6354,0,0,0
805,8180,0,0,1
806,2830,1,1,1
807,8570,0,1,1
808,5210,0,0,1
809,4132,0,0,0
810,5705,1,1,0
811,1208,0,0,0
812,8600,0,0,0
813,3008,0,0,0
814,8006,0,0,0
815,8200,0,0,0
816,9217,1,1,1
817,8580,1,1,1
818,3713,1,0,0
819,8465,1,1,1
820,1213,0,0,0
821,5630,1,1,1
822,3629,1,1,1
823,8262,1,1,0
824,4654,0,1,0
825,8006,0,0,0
826,1005,0,0,0
827,4055,0,0,0
828,3960,0,0,0
829,8102,0,0,0
830,1095,1,0,0
831,5734,0,0,1
832,3303,0,1,1
833,1217,1,1,0
834,6010,0,0,0
835,6222,1,1,1
836,4717,0,0,0
837,1213,0,0,0
838,8703,1,0,0
839,2300,0,0,0
840,8594,0,0,0
841,4153,1,1,0
842,9548,1,1,1
843,9042,1,0,0
844,2503,0,0,1
845,3550,1,0,1
846,3123,0,1,1
847,8916,1,1,1
848,6018,1,1,1
849,3713,1,0,0
850,6415,0,0,0
851,7214,0,0,0
852,9014,0,0,0
853,1947,0,0,0
854,5301,0,0,0
855,8594,1,1,1
856,8045,0,0,0
857,6415,1,0,0
858,3123,0,1,1
859,6010,0,0,0
860,5442,0,1,0
861,6274,0,1,1
862,9053,0,0,0
863,8307,1,1,1
864,8048,0,0,0
865,6023,1,1,1
866,4623,1,1,1
867,1040,0,1,1
868,1070,1,1,1
869,8180,0,0,1
870,8048,0,0,0
871,8610,0,0,1
872,1446,1,0,1
873,1206,0,0,0
874,7402,1,1,0
875,1052,0,0,0
876,9000,0,0,0
877,6405,1,0,0
878,2575,1,1,1
879,5610,0,1,1
880,1400,0,1,1
881,8610,0,0,1
882,8542,0,1,1
883,8306,1,1,0
884,3852,0,0,0
885,3212,1,1,1
886,7074,1,0,0
887,1630,0,1,0
888,4058,0,0,0
889,5415,0,0,0
890,6048,0,0,0
891,6460,0,0,0
892,8620,0,0,0
893,4313,0,0,0
894,1347,0,0,0
895,8046,0,0,0
896,8274,1,1,0
897,8834,0,0,0
898,7403,0,0,0
899,1073,1,1,1
900,1208,0,0,0
901,3714,1,0,0
902,8370,1,1,1
903,1217,0,1,0
904,8104,1,0,0
905,1264,0,0,0
906,9630,0,0,0
907,7307,1,1,0
908,8603,0,1,0
909,4665,1,0,0
910,8048,0,0,0
911,8046,1,1,0
912,1700,1,1,1
913,7214,1,0,0
914,8005,0,0,0
915,8360,1,1,1
916,8004,0,0,0
917,8405,0,0,0
918,3013,0,0,0
919,1422,0,1,1
920,8302,0,0,0
921,1217,0,0,0
922,6340,0,0,0
923,8182,1,1,1
924,9630,0,0,0
925,6162,1,0,0
926,3762,1,0,0
927,5642,1,1,1
928,1870,0,0,1
929,4058,0,0,0
930,1020,0,0,0
931,6234,1,1,1
932,4132,0,0,0
933,1746,1,1,1
934,6048,0,0,0
935,8596,1,1,1
936,5420,1,1,1
937,6102,0,0,0
938,5034,1,0,0
939,4612,0,0,0
940,8608,1,1,0
941,4704,1,1,0
942,8484,1,1,1
943,5610,0,1,1
944,1920,0,0,0
945,3933,0,0,0
946,8260,0,0,0
947,1700,0,0,1
948,4665,1,0,0
949,5000,0,0,0
950,1174,1,1,1
951,1024,0,0,0
952,6354,0,0,0
953,8733,0,0,0
954,5737,0,0,1
955,9472,0,1,0
956,8132,0,0,1
957,8360,0,1,1
958,3250,0,1,1
959,4102,0,0,0
960,4058,0,0,0
961,9000,0,0,0
962,1896,0,0,1
963,8577,1,1,1
964,8840,1,0,0
965,6417,1,0,0
966,8162,1,1,1
967,3126,1,1,1
968,1231,0,0,0
969,1023,0,0,1
970,8051,0,0,0
971,1965,0,0,0
972,1630,0,0,1
973,8180,1,0,1
974,9435,1,0,0
975,8955,1,0,0
976,5722,1,0,0
977,9443,0,0,0
978,2037,1,1,0
979,1815,0,0,0
980,8044,0,0,0
981,1110,0,0,1
982,3032,0,1,1
983,8155,0,1,1
984,8636,0,0,0
985,2017,1,1,0
986,4600,0,0,0
987,4057,0,0,0
988,1723,1,0,1
989,3714,0,0,0
990,1040,1,1,1
991,1470,1,1,1
992,3600,0,0,0
993,6314,0,0,0
994,1800,0,0,0
995,1202,0,0,0
996,1297,1,1,0
997,5436,0,0,0
998,1212,0,0,0
999,1071,0,1,0
1000,8302,1,1,1
1001,9464,1,0,0
1002,1004,0,0,0
1003,8305,1,0,0
1004,1807,0,0,0
1005,8542,1,1,1
1006,8253,0,1,1
1007,1203,0,0,0
1008,8049,0,0,0
1009,8599,0,0,1
1010,3902,0,0,0
1011,5610,0,1,1
1012,8166,1,1,1
1013,5724,1,1,1
1014,3960,1,1,0
1015,4203,0,0,0
1016,6010,0,0,0
1017,1093,0,0,0
1018,1196,1,1,1
1019,6232,0,1,1
1020,1870,0,0,0
1021,4524,0,1,0
1022,9016,0,0,0
1023,3671,1,1,1
1024,2072,0,0,0
1025,5400,0,0,0
1026,1616,1,1,1
1027,9435,0,0,0
1028,8404,0,0,0
1029,5245,1,0,0
1030,6243,1,1,1
1031,8005,0,0,0
1032,8222,0,0,0
1033,6436,0,0,0
1034,8570,0,0,1
1035,6010,0,0,0
1036,1066,0,0,0
1037,8182,1,1,1
1038,3075,1,1,1
1039,8052,1,1,0
1040,5043,1,1,0
1041,8405,0,0,0
1042,8134,0,0,0
1043,1950,0,0,0
1044,8400,0,0,0
1045,6260,0,1,0
1046,6463,0,0,0
1047,8155,0,1,1
1048,8052,0,0,0
1049,4563,0,1,1
1050,4543,0,1,1
1051,5614,0,1,1
1052,7017,1,0,0
1053,7130,0,0,0
1054,5420,1,1,1
1055,3072,0,0,1
1056,9475,0,1,0
1057,4057,0,0,0
1058,8154,1,1,1
1059,8303,0,1,1
1060,8133,1,1,1
1061,4938,1,1,1
1062,8404,0,0,0
1063,5412,0,0,0
1064,6436,0,0,0
1065,1832,0,0,0
1066,6005,0,0,0
1067,8004,0,0,0
1068,1418,1,1,1
1069,6300,0,0,0
1070,1890,0,0,0
1071,7000,0,0,0
1072,8215,1,1,1
1073,8957,0,0,1
1074,1247,0,0,0
1075,8050,0,0,0
1076,1203,0,0,0
1077,5037,1,1,0
1078,8274,1,1,0
1079,6034,1,1,1
1080,1868,0,0,1
1081,8623,0,0,0
1082,9500,0,0,1
1083,2900,1,1,0
1084,7403,0,0,0
1085,8805,0,0,0
1086,4562,0,1,1
1087,1073,1,1,1
1088,4460,1,1,1
1089,8003,0,0,0
1090,3008,0,0,0
1091,1095,1,0,0
1092,1018,0,0,0
1093,1731,1,1,1
1094,8406,0,0,0
1095,5303,1,1,0
1096,8815,1,0,0
1097,4416,0,0,0
1098,9404,0,0,0
1099,1754,1,1,1
1100,6462,1,0,0
1101,4543,0,1,1
1102,1216,0,0,0
1103,9475,1,1,0
1104,6430,1,0,0
1105,1213,0,0,0
1106,1007,0,0,0
1107,9000,0,0,0
1108,8200,0,0,0
1109,8051,0,0,0
1110,5643,1,1,1
1111,5079,1,1,0
1112,8108,1,1,0
1113,8032,0,0,0
1114,9014,0,0,0
1115,8052,0,0,0
1116,8037,0,0,0
1117,1268,0,1,1
1118,3512,1,0,1
1119,7320,0,0,0
1120,3007,0,0,0
1121,1033,1,1,1
1122,1868,0,0,1
1123,6375,0,0,0
1124,6048,0,0,0
1125,5332,0,0,0
1126,8610,0,0,1
1127,3930,0,0,0
1128,3110,1,0,1
1129,5330,0,0,0
1130,3972,1,1,0
1131,5603,0,0,0
1132,6475,0,0,0
1133,8003,0,0,0
1134,3766,1,0,0
1135,3173,0,1,1
1136,5503,1,1,0
1137,8552,0,1,1
1138,3473,1,1,1
1139,4460,1,1,1
1140,1206,0,0,0
1141,8610,0,0,1
1142,8604,0,0,1
1143,1719,1,1,1
1144,3465,1,0,1
1145,4912,0,1,1
1146,3072,0,0,1
1147,5103,0,0,0
1148,8810,0,0,0
1149,2830,0,1,1
1150,2072,1,0,0
1151,8496,0,0,0
1152,4056,0,0,0
1153,1226,0,0,0
1154,7028,0,0,0
1155,8225,1,1,1
1156,5330,0,0,0
1157,4102,0,0,0
1158,8880,0,0,0
1159,5642,1,1,1
1160,2072,0,0,0
1161,8645,0,0,0
1162,1040,1,1,1
1163,4105,1,1,0
1164,9533,1,0,0
1165,4334,0,0,0
1166,4656,0,0,0
1167,4142,0,0,0
1168,8708,0,0,0
1169,8840,0,0,0
1170,8047,0,0,0
1171,4588,1,1,1
1172,9445,0,1,1
1173,3603,0,0,1
1174,1694,1,1,1
1175,9642,0,0,0
1176,1752,1,1,1
1177,1020,0,0,0
1178,8037,0,0,0
1179,3400,0,0,1
1180,1008,0,0,0
1181,7235,1,0,0
1182,9000,0,0,0
1183,8585,1,1,1
1184,6130,0,0,1
1185,5102,1,0,0
1186,8005,0,0,0
1187,2000,0,0,0
1188,8037,0,0,0
1189,8712,0,0,0
1190,3600,0,0,1
1191,8406,0,0,0
1192,1752,1,1,1
1193,2017,0,1,0
1194,8500,0,0,1
1195,2544,0,1,1
1196,1647,1,0,0
1197,6032,1,1,1
1198,8570,0,0,1
1199,3014,0,0,0
1200,8400,0,0,0
1201,1097,1,1,0
1202,8166,1,1,1
1203,8134,0,0,0
1204,5106,1,1,0
1205,1854,0,0,0
1206,8236,1,1,0
1207,3434,1,1,1
1208,1348,0,0,0
1209,1660,1,0,0
1210,8472,0,1,1
1211,3125,1,1,1
1212,6300,0,0,0
1213,3612,0,1,1
1214,4323,0,0,0
1215,9000,0,0,0
1216,1630,0,0,1
1217,8902,0,0,0
1218,4058,0,0,0
1219,2562,0,0,0
1220,4056,0,0,0
1221,7000,1,0,0
1222,3714,1,0,0
1223,3202,1,1,1
1224,9200,0,0,0
1225,5734,0,1,1
1226,8152,0,0,0
1227,8913,1,1,1
1228,3006,0,0,0
1229,8422,0,1,1
1230,5200,0,0,0
1231,8273,1,1,0
1232,8405,0,0,0
1233,5024,1,0,0
1234,8500,0,0,1
1235,6340,0,0,1
1236,8134,0,0,0
